Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date Time	Begin File	Avg Power Density (dB FS/Hz)	Energy (dB FS)	Max Entropy (bits)	Max Freq (Hz)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	Center Time (s)	Truth (0 or 1)	Background (kHz)	Missed (in 10s frame)	Other Disturb. Type	Detector	Frame Duration	Occupancy	Reason
4375	Spectrogram 1	1	41487.615979167	41487.626645833	200.000	2000.000	41487.6160	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41487.6266					Band Limited Energy Detector	1	1.0000	Too short
4376	Spectrogram 1	1	41488.287979167	41488.298645833	200.000	2000.000	41488.2880	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41488.2986					Band Limited Energy Detector	1	1.0000	Too short
4377	Spectrogram 1	1	41488.789312500	41488.799979167	200.000	2000.000	41488.7893	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41488.8000					Band Limited Energy Detector	1	1.0000	Too short
4378	Spectrogram 1	1	41490.367979167	41490.378645833	200.000	2000.000	41490.3680	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41490.3786					Band Limited Energy Detector	1	1.0000	Too short
4379	Spectrogram 1	1	41492.490645833	41492.501312500	200.000	2000.000	41492.4906	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41492.5013					Band Limited Energy Detector	1	1.0000	Too short
4380	Spectrogram 1	1	41492.917312500	41492.927979167	200.000	2000.000	41492.9173	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41492.9280					Band Limited Energy Detector	1	1.0000	Too short
4381	Spectrogram 1	1	41493.077312500	41493.087979167	200.000	2000.000	41493.0773	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41493.0880					Band Limited Energy Detector	1	1.0000	Too short
4382	Spectrogram 1	1	41493.770645833	41493.781312500	200.000	2000.000	41493.7706	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41493.7813					Band Limited Energy Detector	1	1.0000	Too short
4383	Spectrogram 1	1	41495.167979167	41495.178645833	200.000	2000.000	41495.1680	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41495.1786					Band Limited Energy Detector	1	1.0000	Too short
4384	Spectrogram 1	1	41497.653312500	41497.663979167	200.000	2000.000	41497.6533	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41497.6640					Band Limited Energy Detector	1	1.0000	Too short
4385	Spectrogram 1	1	41499.029312500	41499.039979167	200.000	2000.000	41499.0293	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41499.0400					Band Limited Energy Detector	1	1.0000	Too short
4386	Spectrogram 1	1	41500.021312500	41500.127979167	200.000	2000.000	41500.0213	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.62	-0.736	4.001	375.000	375.000	-36.08	41500.0853					Band Limited Energy Detector	10	0.2000	Too sparse
4387	Spectrogram 1	1	41501.034645833	41501.045312500	200.000	2000.000	41501.0346	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41501.0453					Band Limited Energy Detector	1	1.0000	Too short
4388	Spectrogram 1	1	41501.162645833	41501.173312500	200.000	2000.000	41501.1626	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41501.1733					Band Limited Energy Detector	1	1.0000	Too short
4389	Spectrogram 1	1	41503.637312500	41503.647979167	200.000	2000.000	41503.6373	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41503.6480					Band Limited Energy Detector	1	1.0000	Too short
4390	Spectrogram 1	1	41505.333312500	41505.343979167	200.000	2000.000	41505.3333	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41505.3440					Band Limited Energy Detector	1	1.0000	Too short
4391	Spectrogram 1	1	41505.621312500	41505.631979167	200.000	2000.000	41505.6213	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41505.6320					Band Limited Energy Detector	1	1.0000	Too short
4392	Spectrogram 1	1	41505.845312500	41505.951979167	200.000	2000.000	41505.8453	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.62	-0.736	4.001	375.000	375.000	-36.08	41505.9093					Band Limited Energy Detector	10	0.2000	Too sparse
4393	Spectrogram 1	1	41506.314645833	41506.325312500	200.000	2000.000	41506.3146	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41506.3253					Band Limited Energy Detector	1	1.0000	Too short
4394	Spectrogram 1	1	41507.957312500	41507.967979167	200.000	2000.000	41507.9573	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41507.9680					Band Limited Energy Detector	1	1.0000	Too short
4395	Spectrogram 1	1	41509.141312500	41509.258645833	200.000	2000.000	41509.1413	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.62	-0.736	4.001	375.000	375.000	-36.08	41509.2053					Band Limited Energy Detector	11	0.2727	Too sparse
4396	Spectrogram 1	1	41512.735979167	41512.746645833	200.000	2000.000	41512.7360	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41512.7466					Band Limited Energy Detector	1	1.0000	Too short
4397	Spectrogram 1	1	41533.087979167	41533.098645833	200.000	2000.000	41533.0880	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41533.0986					Band Limited Energy Detector	1	1.0000	Too short
4398	Spectrogram 1	1	41533.973312500	41533.994645833	200.000	2000.000	41533.9733	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41533.9840					Band Limited Energy Detector	2	1.0000	Detection
4399	Spectrogram 1	1	41535.231979167	41535.242645833	200.000	2000.000	41535.2320	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41535.2426					Band Limited Energy Detector	1	1.0000	Too short
4400	Spectrogram 1	1	41538.282645833	41538.293312500	200.000	2000.000	41538.2826	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41538.2933					Band Limited Energy Detector	1	1.0000	Too short
4401	Spectrogram 1	1	41543.786645833	41543.797312500	200.000	2000.000	41543.7866	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41543.7973					Band Limited Energy Detector	1	1.0000	Too short
4402	Spectrogram 1	1	41545.727979167	41545.738645833	200.000	2000.000	41545.7280	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41545.7386					Band Limited Energy Detector	1	1.0000	Too short
4403	Spectrogram 1	1	41546.442645833	41546.453312500	200.000	2000.000	41546.4426	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41546.4533					Band Limited Energy Detector	1	1.0000	Too short
4404	Spectrogram 1	1	41546.602645833	41546.613312500	200.000	2000.000	41546.6026	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41546.6133					Band Limited Energy Detector	1	1.0000	Too short
4405	Spectrogram 1	1	41546.719979167	41546.730645833	200.000	2000.000	41546.7200	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41546.7306					Band Limited Energy Detector	1	1.0000	Too short
4406	Spectrogram 1	1	41547.669312500	41547.679979167	200.000	2000.000	41547.6693	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41547.6800					Band Limited Energy Detector	1	1.0000	Too short
4407	Spectrogram 1	1	41547.871979167	41547.882645833	200.000	2000.000	41547.8720	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41547.8826					Band Limited Energy Detector	1	1.0000	Too short
4408	Spectrogram 1	1	41550.197312500	41550.207979167	200.000	2000.000	41550.1973	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41550.2080					Band Limited Energy Detector	1	1.0000	Too short
4409	Spectrogram 1	1	41551.893312500	41551.903979167	200.000	2000.000	41551.8933	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41551.9040					Band Limited Energy Detector	1	1.0000	Too short
4410	Spectrogram 1	1	41552.319979167	41552.330645833	200.000	2000.000	41552.3200	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41552.3306					Band Limited Energy Detector	1	1.0000	Too short
4411	Spectrogram 1	1	41553.311979167	41553.397312500	200.000	2000.000	41553.3120	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.69	-2.784	4.001	421.875	421.875	-38.52	41553.3546					Band Limited Energy Detector	8	0.2500	Too sparse
4412	Spectrogram 1	1	41553.546645833	41553.557312500	200.000	2000.000	41553.5466	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41553.5573					Band Limited Energy Detector	1	1.0000	Too short
4413	Spectrogram 1	1	41554.026645833	41554.047979167	200.000	2000.000	41554.0266	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.08	-6.429	3.432	421.875	421.875	-40.04	41554.0373					Band Limited Energy Detector	2	1.0000	Detection
4414	Spectrogram 1	1	41554.453312500	41554.463979167	200.000	2000.000	41554.4533	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41554.4640					Band Limited Energy Detector	1	1.0000	Too short
4415	Spectrogram 1	1	41554.581312500	41554.591979167	200.000	2000.000	41554.5813	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41554.5920					Band Limited Energy Detector	1	1.0000	Too short
4416	Spectrogram 1	1	41561.269312500	41561.279979167	200.000	2000.000	41561.2693	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41561.2800					Band Limited Energy Detector	1	1.0000	Too short
4417	Spectrogram 1	1	41561.397312500	41561.407979167	200.000	2000.000	41561.3973	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41561.4080					Band Limited Energy Detector	1	1.0000	Too short
4418	Spectrogram 1	1	41561.674645833	41561.685312500	200.000	2000.000	41561.6746	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41561.6853					Band Limited Energy Detector	1	1.0000	Too short
4419	Spectrogram 1	1	41561.930645833	41561.941312500	200.000	2000.000	41561.9306	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41561.9413					Band Limited Energy Detector	1	1.0000	Too short
4420	Spectrogram 1	1	41563.754645833	41563.765312500	200.000	2000.000	41563.7546	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41563.7653					Band Limited Energy Detector	1	1.0000	Too short
4421	Spectrogram 1	1	41564.277312500	41564.287979167	200.000	2000.000	41564.2773	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41564.2880					Band Limited Energy Detector	1	1.0000	Too short
4422	Spectrogram 1	1	41564.522645833	41564.533312500	200.000	2000.000	41564.5226	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41564.5333					Band Limited Energy Detector	1	1.0000	Too short
4423	Spectrogram 1	1	41574.058645833	41574.069312500	200.000	2000.000	41574.0586	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41574.0693					Band Limited Energy Detector	1	1.0000	Too short
4424	Spectrogram 1	1	41576.533312500	41576.554645833	200.000	2000.000	41576.5333	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41576.5440					Band Limited Energy Detector	2	1.0000	Detection
4425	Spectrogram 1	1	41577.951979167	41577.962645833	200.000	2000.000	41577.9520	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41577.9626					Band Limited Energy Detector	1	1.0000	Too short
4426	Spectrogram 1	1	41579.562645833	41579.573312500	200.000	2000.000	41579.5626	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41579.5733					Band Limited Energy Detector	1	1.0000	Too short
4427	Spectrogram 1	1	41581.077312500	41581.087979167	200.000	2000.000	41581.0773	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41581.0880					Band Limited Energy Detector	1	1.0000	Too short
4428	Spectrogram 1	1	41581.749312500	41581.759979167	200.000	2000.000	41581.7493	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41581.7600					Band Limited Energy Detector	1	1.0000	Too short
4429	Spectrogram 1	1	41582.218645833	41582.261312500	200.000	2000.000	41582.2186	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.42	-4.549	3.432	421.875	421.875	-38.52	41582.2400					Band Limited Energy Detector	4	0.5000	Too sparse
4430	Spectrogram 1	1	41586.506645833	41586.517312500	200.000	2000.000	41586.5066	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41586.5173					Band Limited Energy Detector	1	1.0000	Too short
4431	Spectrogram 1	1	41589.749312500	41589.759979167	200.000	2000.000	41589.7493	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41589.7600					Band Limited Energy Detector	1	1.0000	Too short
4432	Spectrogram 1	1	41590.783979167	41590.794645833	200.000	2000.000	41590.7840	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41590.7946					Band Limited Energy Detector	1	1.0000	Too short
4433	Spectrogram 1	1	41591.210645833	41591.221312500	200.000	2000.000	41591.2106	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41591.2213					Band Limited Energy Detector	1	1.0000	Too short
4434	Spectrogram 1	1	41591.925312500	41591.935979167	200.000	2000.000	41591.9253	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41591.9360					Band Limited Energy Detector	1	1.0000	Too short
4435	Spectrogram 1	1	41597.834645833	41597.845312500	200.000	2000.000	41597.8346	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41597.8453					Band Limited Energy Detector	1	1.0000	Too short
4436	Spectrogram 1	1	41600.415979167	41600.426645833	200.000	2000.000	41600.4160	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41600.4266					Band Limited Energy Detector	1	1.0000	Too short
4437	Spectrogram 1	1	41601.087979167	41601.098645833	200.000	2000.000	41601.0880	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41601.0986					Band Limited Energy Detector	1	1.0000	Too short
4438	Spectrogram 1	1	41607.701312500	41607.711979167	200.000	2000.000	41607.7013	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41607.7120					Band Limited Energy Detector	1	1.0000	Too short
4439	Spectrogram 1	1	41611.935979167	41611.946645833	200.000	2000.000	41611.9360	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41611.9466					Band Limited Energy Detector	1	1.0000	Too short
4440	Spectrogram 1	1	41612.351979167	41612.362645833	200.000	2000.000	41612.3520	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41612.3626					Band Limited Energy Detector	1	1.0000	Too short
4441	Spectrogram 1	1	41612.554645833	41612.565312500	200.000	2000.000	41612.5546	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41612.5653					Band Limited Energy Detector	1	1.0000	Too short
4442	Spectrogram 1	1	41613.663979167	41613.674645833	200.000	2000.000	41613.6640	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41613.6746					Band Limited Energy Detector	1	1.0000	Too short
4443	Spectrogram 1	1	41615.349312500	41615.359979167	200.000	2000.000	41615.3493	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41615.3600					Band Limited Energy Detector	1	1.0000	Too short
4444	Spectrogram 1	1	41620.618645833	41620.629312500	200.000	2000.000	41620.6186	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41620.6293					Band Limited Energy Detector	1	1.0000	Too short
4445	Spectrogram 1	1	41622.463979167	41622.474645833	200.000	2000.000	41622.4640	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41622.4746					Band Limited Energy Detector	1	1.0000	Too short
4446	Spectrogram 1	1	41623.957312500	41623.967979167	200.000	2000.000	41623.9573	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41623.9680					Band Limited Energy Detector	1	1.0000	Too short
4447	Spectrogram 1	1	41624.191979167	41624.202645833	200.000	2000.000	41624.1920	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41624.2026					Band Limited Energy Detector	1	1.0000	Too short
4448	Spectrogram 1	1	41624.543979167	41624.554645833	200.000	2000.000	41624.5440	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41624.5546					Band Limited Energy Detector	1	1.0000	Too short
4449	Spectrogram 1	1	41625.013312500	41625.023979167	200.000	2000.000	41625.0133	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41625.0240					Band Limited Energy Detector	1	1.0000	Too short
4450	Spectrogram 1	1	41628.949312500	41628.959979167	200.000	2000.000	41628.9493	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41628.9600					Band Limited Energy Detector	1	1.0000	Too short
4451	Spectrogram 1	1	41639.530645833	41639.541312500	200.000	2000.000	41639.5306	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41639.5413					Band Limited Energy Detector	1	1.0000	Too short
4452	Spectrogram 1	1	41643.551979167	41643.562645833	200.000	2000.000	41643.5520	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41643.5626					Band Limited Energy Detector	1	1.0000	Too short
4453	Spectrogram 1	1	41646.090645833	41646.101312500	200.000	2000.000	41646.0906	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41646.1013					Band Limited Energy Detector	1	1.0000	Too short
4454	Spectrogram 1	1	41647.221312500	41647.231979167	200.000	2000.000	41647.2213	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41647.2320					Band Limited Energy Detector	1	1.0000	Too short
4455	Spectrogram 1	1	41647.850645833	41647.861312500	200.000	2000.000	41647.8506	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-50.67	-7.775	3.432	421.875	421.875	-40.04	41647.8613					Band Limited Energy Detector	1	1.0000	Too short
4456	Spectrogram 1	1	41648.053312500	41648.127979167	200.000	2000.000	41648.0533	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.37	-3.038	4.001	421.875	421.875	-38.52	41648.0960					Band Limited Energy Detector	7	0.2857	Too sparse
4457	Spectrogram 1	1	41649.290645833	41649.343979167	200.000	2000.000	41649.2906	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.09	-3.425	3.705	421.875	421.875	-38.52	41649.3120					Band Limited Energy Detector	5	0.6000	Detection
4458	Spectrogram 1	1	41649.909312500	41649.919979167	200.000	2000.000	41649.9093	CK6-1-10-2024_000H_GU-B1_16289_20240105_113602.flac	-51.19	-11.313	3.432	375.000	375.000	-40.49	41649.9200					Band Limited Energy Detector	1	1.0000	Too short
